Method,Name,Error,Occurrences
POST,/tools.descartes.teastore.webui/loginAction?username=user181&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user181&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user280&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user280&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user295&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user295&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user127&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user127&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=298,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=298'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user119&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user119&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=271,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=271'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user351&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user351&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user13&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user13&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=241,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=241'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=449,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=449'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user143&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user143&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user146&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user146&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user417&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user417&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user488&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user488&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user338&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user338&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user245&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user245&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user331&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user331&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user289&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user68&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user68&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user257&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user257&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user256&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/login'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=247,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=247'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=476,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=476'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user220&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user220&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=241,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=241'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user191&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user191&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user378&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user378&password=password'),3
POST,/tools.descartes.teastore.webui/loginAction?username=user226&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user226&password=password'),1
GET,/tools.descartes.teastore.webui/category?page=5&category=2,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/category?page=5&category=2'),63
POST,/tools.descartes.teastore.webui/loginAction?username=user76&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user76&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user25&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user25&password=password'),2
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=361,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
GET,/tools.descartes.teastore.webui/product?id=433,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=433'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=60,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=60'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user161&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user161&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user266&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user266&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user192&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user192&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=241,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user481&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user481&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=458,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cart'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user250&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user250&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user122&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user122&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user66&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user66&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user62&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user62&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user52&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user52&password=password'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user352&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user352&password=password'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user183&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user183&password=password'),1
GET,/tools.descartes.teastore.webui/product?id=334,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/product?id=334'),2
POST,/tools.descartes.teastore.webui/loginAction?username=user240&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user240&password=password'),1
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=345,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/cartAction?addToCart=&productid=345'),1
POST,/tools.descartes.teastore.webui/loginAction?username=user436&password=password,HTTPError('502 Server Error: Bad Gateway for url: http://teastore.lelier.de/tools.descartes.teastore.webui/loginAction?username=user436&password=password'),2
